standing,discipline,min_outdoors,min_zoom,undergrad,masters,phd,civil,mechanical,electrical,happiness
undergrad,mechanical,61,197,1,0,0,0,1,0,50.58116972066172
undergrad,civil,217,109,1,0,0,1,0,0,68.39862676108645
undergrad,electrical,202,4,1,0,0,0,0,1,62.00237813123454
undergrad,mechanical,254,181,1,0,0,0,1,0,49.04411681198121
undergrad,civil,126,206,1,0,0,1,0,0,28.921926297659112
undergrad,electrical,185,190,1,0,0,0,0,1,66.47557463976158
undergrad,mechanical,236,395,1,0,0,0,1,0,46.72180853977532
undergrad,civil,4,171,1,0,0,1,0,0,64.35854310150759
undergrad,electrical,209,290,1,0,0,0,0,1,57.134644222910424
undergrad,mechanical,40,240,1,0,0,0,1,0,32.820259753505624
undergrad,civil,103,176,1,0,0,1,0,0,62.97984263218801
undergrad,electrical,50,213,1,0,0,0,0,1,60.633681430400074
undergrad,mechanical,117,283,1,0,0,0,1,0,17.328140612035728
undergrad,civil,156,375,1,0,0,1,0,0,13.252438749636891
undergrad,electrical,195,192,1,0,0,0,0,1,23.337579490721346
undergrad,mechanical,139,120,1,0,0,0,1,0,28.741816617053182
undergrad,civil,141,297,1,0,0,1,0,0,45.077214210642744
undergrad,electrical,190,296,1,0,0,0,0,1,59.77539066565653
undergrad,mechanical,154,239,1,0,0,0,1,0,49.76568940546778
undergrad,civil,57,165,1,0,0,1,0,0,58.710321005132286
undergrad,electrical,123,188,1,0,0,0,0,1,56.69769186878218
undergrad,mechanical,260,286,1,0,0,0,1,0,61.59492177463981
undergrad,civil,277,287,1,0,0,1,0,0,51.975392542529576
undergrad,electrical,52,209,1,0,0,0,0,1,25.55818873648274
undergrad,mechanical,150,292,1,0,0,0,1,0,33.571779966971846
undergrad,civil,261,272,1,0,0,1,0,0,50.59842959597876
undergrad,electrical,276,353,1,0,0,0,0,1,74.7474955479915
undergrad,mechanical,127,51,1,0,0,0,1,0,68.85356963969312
undergrad,civil,176,230,1,0,0,1,0,0,51.93950268368025
undergrad,electrical,160,8,1,0,0,0,0,1,55.12528567625557
undergrad,mechanical,27,372,1,0,0,0,1,0,22.886113443887233
undergrad,civil,72,367,1,0,0,1,0,0,70.71634197017822
undergrad,electrical,142,159,1,0,0,0,0,1,31.35653688597749
undergrad,mechanical,139,147,1,0,0,0,1,0,69.57047574624357
undergrad,civil,233,225,1,0,0,1,0,0,53.31634313843866
undergrad,electrical,208,231,1,0,0,0,0,1,25.235271061614768
undergrad,mechanical,3,319,1,0,0,0,1,0,45.84325487286698
undergrad,civil,232,103,1,0,0,1,0,0,59.411559539275125
undergrad,electrical,232,13,1,0,0,0,0,1,61.59595755808091
undergrad,mechanical,270,336,1,0,0,0,1,0,69.47647023147773
undergrad,civil,83,232,1,0,0,1,0,0,49.965523510555414
undergrad,electrical,183,380,1,0,0,0,0,1,33.721324248116666
undergrad,mechanical,3,333,1,0,0,0,1,0,41.614159527160865
undergrad,civil,161,231,1,0,0,1,0,0,64.62700988699068
undergrad,electrical,250,133,1,0,0,0,0,1,66.55955890963537
undergrad,mechanical,290,364,1,0,0,0,1,0,52.745641386025284
undergrad,civil,138,155,1,0,0,1,0,0,50.74951891439006
undergrad,electrical,239,325,1,0,0,0,0,1,25.44330365751032
undergrad,mechanical,275,389,1,0,0,0,1,0,43.62098168604934
undergrad,civil,17,2,1,0,0,1,0,0,64.8748021333461
undergrad,electrical,68,64,1,0,0,0,0,1,49.77229258771749
undergrad,mechanical,123,194,1,0,0,0,1,0,65.05587312157769
undergrad,civil,160,61,1,0,0,1,0,0,64.12972368712242
undergrad,electrical,86,300,1,0,0,0,0,1,41.59860427235236
undergrad,mechanical,31,221,1,0,0,0,1,0,28.564194337196945
undergrad,civil,275,113,1,0,0,1,0,0,78.19146019730275
undergrad,electrical,100,188,1,0,0,0,0,1,48.18322187263688
undergrad,mechanical,161,155,1,0,0,0,1,0,53.12376158868615
undergrad,civil,156,342,1,0,0,1,0,0,37.67586372536103
undergrad,electrical,252,343,1,0,0,0,0,1,41.42605000128009
undergrad,mechanical,11,207,1,0,0,0,1,0,36.64108030305596
undergrad,civil,299,297,1,0,0,1,0,0,56.155157105503676
undergrad,electrical,228,90,1,0,0,0,0,1,73.93470471930222
undergrad,mechanical,90,372,1,0,0,0,1,0,75.566601147556
undergrad,civil,188,145,1,0,0,1,0,0,37.513846553741885
undergrad,electrical,262,17,1,0,0,0,0,1,47.45482439439767
undergrad,mechanical,54,169,1,0,0,0,1,0,42.37950452176592
undergrad,civil,106,305,1,0,0,1,0,0,33.74030930296681
undergrad,electrical,1,230,1,0,0,0,0,1,10.99916062232576
undergrad,mechanical,173,241,1,0,0,0,1,0,54.27456288523735
undergrad,civil,87,374,1,0,0,1,0,0,50.212988678453
undergrad,electrical,24,337,1,0,0,0,0,1,36.51898950751144
undergrad,mechanical,106,105,1,0,0,0,1,0,77.86388085957255
undergrad,civil,62,323,1,0,0,1,0,0,66.61929142623362
undergrad,electrical,257,25,1,0,0,0,0,1,75.06376442528916
undergrad,mechanical,208,261,1,0,0,0,1,0,34.45115771246115
undergrad,civil,275,305,1,0,0,1,0,0,54.079289679279285
undergrad,electrical,284,312,1,0,0,0,0,1,39.68040712071477
undergrad,mechanical,257,381,1,0,0,0,1,0,53.54671400377741
undergrad,civil,140,352,1,0,0,1,0,0,30.799393782980488
undergrad,electrical,22,102,1,0,0,0,0,1,73.16327950689083
undergrad,mechanical,16,110,1,0,0,0,1,0,89.76824362871346
undergrad,civil,116,344,1,0,0,1,0,0,28.59619010398717
undergrad,electrical,270,261,1,0,0,0,0,1,54.013730536965355
undergrad,mechanical,119,90,1,0,0,0,1,0,51.81604197555522
undergrad,civil,166,256,1,0,0,1,0,0,47.05942762988176
undergrad,electrical,228,26,1,0,0,0,0,1,55.9174269001616
undergrad,mechanical,64,377,1,0,0,0,1,0,59.81460198956643
undergrad,civil,229,393,1,0,0,1,0,0,29.286198988324777
undergrad,electrical,12,191,1,0,0,0,0,1,65.06634699926528
undergrad,mechanical,18,343,1,0,0,0,1,0,41.15389526270825
undergrad,civil,44,107,1,0,0,1,0,0,74.62289466549878
undergrad,electrical,28,213,1,0,0,0,0,1,57.711274025392584
undergrad,mechanical,5,129,1,0,0,0,1,0,59.49861584688107
undergrad,civil,279,330,1,0,0,1,0,0,53.512495415815266
undergrad,electrical,51,254,1,0,0,0,0,1,36.511262768270235
undergrad,mechanical,292,147,1,0,0,0,1,0,73.01868940478107
undergrad,civil,224,252,1,0,0,1,0,0,63.918452306587334
undergrad,electrical,230,73,1,0,0,0,0,1,44.653446686184424
undergrad,mechanical,83,44,1,0,0,0,1,0,33.103981828305386
undergrad,civil,62,35,1,0,0,1,0,0,64.58500185265649
undergrad,electrical,85,102,1,0,0,0,0,1,72.46850856678525
undergrad,mechanical,117,195,1,0,0,0,1,0,57.05715854303659
undergrad,civil,136,182,1,0,0,1,0,0,59.732261476347325
undergrad,electrical,190,360,1,0,0,0,0,1,-5.059131745964436
undergrad,mechanical,198,369,1,0,0,0,1,0,33.613705444310625
undergrad,civil,250,48,1,0,0,1,0,0,64.16909064549493
undergrad,electrical,154,46,1,0,0,0,0,1,50.62468896031062
undergrad,mechanical,7,298,1,0,0,0,1,0,33.14352839069834
undergrad,civil,198,77,1,0,0,1,0,0,75.39510406725613
undergrad,electrical,251,346,1,0,0,0,0,1,55.35303445547896
undergrad,mechanical,254,191,1,0,0,0,1,0,76.03648165564637
undergrad,civil,208,40,1,0,0,1,0,0,74.11267155034687
undergrad,electrical,214,45,1,0,0,0,0,1,49.322196618651276
undergrad,mechanical,19,307,1,0,0,0,1,0,57.78006512906163
undergrad,civil,112,208,1,0,0,1,0,0,55.23026595373485
undergrad,electrical,67,171,1,0,0,0,0,1,69.34667698781726
undergrad,mechanical,228,316,1,0,0,0,1,0,63.80489771142972
undergrad,civil,275,277,1,0,0,1,0,0,58.086791320194784
undergrad,electrical,49,197,1,0,0,0,0,1,61.639361762069996
undergrad,mechanical,147,5,1,0,0,0,1,0,68.04733967721462
undergrad,civil,136,340,1,0,0,1,0,0,63.81640848952197
undergrad,electrical,138,304,1,0,0,0,0,1,51.531830517285925
undergrad,mechanical,8,145,1,0,0,0,1,0,30.912692567018304
undergrad,civil,197,41,1,0,0,1,0,0,39.97533819025901
undergrad,electrical,31,175,1,0,0,0,0,1,58.88389944237022
undergrad,mechanical,138,4,1,0,0,0,1,0,44.03941424647334
undergrad,civil,72,82,1,0,0,1,0,0,76.70429650147139
undergrad,electrical,45,3,1,0,0,0,0,1,55.04842051516967
undergrad,mechanical,37,122,1,0,0,0,1,0,78.89200230947792
undergrad,civil,186,319,1,0,0,1,0,0,70.89925015997221
undergrad,electrical,269,258,1,0,0,0,0,1,55.87346255809724
undergrad,mechanical,36,370,1,0,0,0,1,0,45.26408674139087
undergrad,civil,52,199,1,0,0,1,0,0,51.98885013173966
undergrad,electrical,103,65,1,0,0,0,0,1,62.04988633043035
undergrad,mechanical,40,334,1,0,0,0,1,0,35.111115256481355
undergrad,civil,143,312,1,0,0,1,0,0,42.97103629061431
undergrad,electrical,85,24,1,0,0,0,0,1,37.61728385867074
undergrad,mechanical,178,376,1,0,0,0,1,0,36.69889333576949
undergrad,civil,244,358,1,0,0,1,0,0,43.70091211140396
undergrad,electrical,232,332,1,0,0,0,0,1,45.32243291121712
undergrad,mechanical,250,168,1,0,0,0,1,0,48.6293879663033
undergrad,civil,164,19,1,0,0,1,0,0,53.078045629163555
undergrad,electrical,170,321,1,0,0,0,0,1,34.70634302497046
undergrad,mechanical,185,25,1,0,0,0,1,0,72.46127391641502
undergrad,civil,250,175,1,0,0,1,0,0,70.94738158459302
undergrad,electrical,205,29,1,0,0,0,0,1,54.029502326010736
undergrad,mechanical,240,229,1,0,0,0,1,0,80.96618909783075
undergrad,civil,3,370,1,0,0,1,0,0,38.25574961597315
undergrad,electrical,291,304,1,0,0,0,0,1,21.030995578602898
undergrad,mechanical,133,42,1,0,0,0,1,0,81.58995806751545
undergrad,civil,65,358,1,0,0,1,0,0,23.528345686066913
undergrad,electrical,245,45,1,0,0,0,0,1,69.94198762217337
undergrad,mechanical,45,265,1,0,0,0,1,0,42.71670782909787
undergrad,civil,112,365,1,0,0,1,0,0,22.35971851109114
undergrad,electrical,124,95,1,0,0,0,0,1,57.007502898530234
undergrad,mechanical,135,211,1,0,0,0,1,0,38.393301208190906
undergrad,civil,91,337,1,0,0,1,0,0,41.96565517744207
undergrad,electrical,255,94,1,0,0,0,0,1,65.31916797148995
undergrad,mechanical,195,228,1,0,0,0,1,0,48.06273447684694
undergrad,civil,84,144,1,0,0,1,0,0,67.393683359279
undergrad,electrical,276,383,1,0,0,0,0,1,35.514178829370564
undergrad,mechanical,25,305,1,0,0,0,1,0,64.02445810700752
undergrad,civil,202,207,1,0,0,1,0,0,48.81100508472185
undergrad,electrical,49,151,1,0,0,0,0,1,48.46089885575196
undergrad,mechanical,88,369,1,0,0,0,1,0,6.898701598223209
undergrad,civil,157,286,1,0,0,1,0,0,33.76821164422198
undergrad,electrical,6,39,1,0,0,0,0,1,32.9033887750959
undergrad,mechanical,184,179,1,0,0,0,1,0,58.54543954437744
undergrad,civil,108,101,1,0,0,1,0,0,65.23425407120551
undergrad,electrical,200,215,1,0,0,0,0,1,50.10376925890141
undergrad,mechanical,272,251,1,0,0,0,1,0,42.29883978881055
undergrad,civil,178,75,1,0,0,1,0,0,68.57830581927173
undergrad,electrical,159,108,1,0,0,0,0,1,44.19037336938938
undergrad,mechanical,25,223,1,0,0,0,1,0,36.742558747408786
undergrad,civil,179,87,1,0,0,1,0,0,102.73514851268003
undergrad,electrical,124,190,1,0,0,0,0,1,39.14561754314222
undergrad,mechanical,241,145,1,0,0,0,1,0,44.49685859641228
undergrad,civil,58,95,1,0,0,1,0,0,30.856332014028474
undergrad,electrical,120,350,1,0,0,0,0,1,54.88712321330328
undergrad,mechanical,60,13,1,0,0,0,1,0,56.840362886331235
undergrad,civil,163,362,1,0,0,1,0,0,46.159947888921366
undergrad,electrical,162,357,1,0,0,0,0,1,32.853696377814
undergrad,mechanical,31,362,1,0,0,0,1,0,23.27374080006944
undergrad,civil,95,188,1,0,0,1,0,0,77.0273374524516
undergrad,electrical,213,112,1,0,0,0,0,1,44.66562615396121
undergrad,mechanical,141,105,1,0,0,0,1,0,39.88342881168921
undergrad,civil,62,8,1,0,0,1,0,0,71.95850698483156
undergrad,electrical,277,47,1,0,0,0,0,1,69.09582477640203
undergrad,mechanical,66,115,1,0,0,0,1,0,39.32370921923767
undergrad,civil,278,256,1,0,0,1,0,0,40.88000977948963
undergrad,electrical,95,327,1,0,0,0,0,1,31.07126846222556
undergrad,mechanical,182,344,1,0,0,0,1,0,70.74515689103553
undergrad,civil,12,363,1,0,0,1,0,0,63.08505348721526
undergrad,electrical,159,282,1,0,0,0,0,1,26.33675772175041
undergrad,mechanical,195,335,1,0,0,0,1,0,18.539471504423265
undergrad,civil,117,90,1,0,0,1,0,0,54.417045612958425
undergrad,electrical,252,32,1,0,0,0,0,1,50.22005587657024
undergrad,mechanical,41,124,1,0,0,0,1,0,44.03178707421884
undergrad,civil,295,64,1,0,0,1,0,0,74.32506091271972
undergrad,electrical,79,70,1,0,0,0,0,1,70.64282048771351
undergrad,mechanical,175,299,1,0,0,0,1,0,44.939527064990365
undergrad,civil,154,175,1,0,0,1,0,0,67.63142902646572
undergrad,electrical,26,62,1,0,0,0,0,1,58.980259210321705
undergrad,mechanical,34,82,1,0,0,0,1,0,49.65199774924588
undergrad,civil,61,128,1,0,0,1,0,0,90.71411376957963
undergrad,electrical,72,162,1,0,0,0,0,1,29.841568980112967
undergrad,mechanical,52,150,1,0,0,0,1,0,87.35983485042263
undergrad,civil,180,295,1,0,0,1,0,0,51.44946932377191
undergrad,electrical,4,184,1,0,0,0,0,1,49.418262291573505
undergrad,mechanical,211,120,1,0,0,0,1,0,54.79144267489468
undergrad,civil,292,182,1,0,0,1,0,0,80.7494979284787
undergrad,electrical,145,163,1,0,0,0,0,1,57.25527723667356
undergrad,mechanical,244,294,1,0,0,0,1,0,76.07458964208426
undergrad,civil,154,160,1,0,0,1,0,0,39.4251253268051
undergrad,electrical,16,164,1,0,0,0,0,1,41.683806029967876
undergrad,mechanical,95,98,1,0,0,0,1,0,59.297854435931484
undergrad,civil,296,389,1,0,0,1,0,0,40.19295497649834
undergrad,electrical,128,335,1,0,0,0,0,1,56.37369266467355
undergrad,mechanical,278,331,1,0,0,0,1,0,21.86422880377082
undergrad,civil,15,36,1,0,0,1,0,0,55.4300743225019
undergrad,electrical,90,167,1,0,0,0,0,1,43.996489243208146
undergrad,mechanical,40,367,1,0,0,0,1,0,21.330977469514927
undergrad,civil,142,295,1,0,0,1,0,0,53.920165859740294
undergrad,electrical,67,288,1,0,0,0,0,1,53.561342196088276
undergrad,mechanical,237,44,1,0,0,0,1,0,56.07558360135933
undergrad,civil,65,283,1,0,0,1,0,0,48.47416239356976
undergrad,electrical,280,16,1,0,0,0,0,1,49.52048020688419
undergrad,mechanical,296,275,1,0,0,0,1,0,40.04627846404412
undergrad,civil,15,107,1,0,0,1,0,0,58.365124640661804
undergrad,electrical,185,11,1,0,0,0,0,1,62.0434139503827
undergrad,mechanical,80,164,1,0,0,0,1,0,69.45378751996839
undergrad,civil,259,166,1,0,0,1,0,0,55.77081722484746
undergrad,electrical,226,25,1,0,0,0,0,1,68.93993216155386
undergrad,mechanical,85,72,1,0,0,0,1,0,71.55496983663431
undergrad,civil,227,94,1,0,0,1,0,0,65.6107014882055
undergrad,electrical,95,148,1,0,0,0,0,1,54.602629724205045
undergrad,mechanical,85,109,1,0,0,0,1,0,34.50210302618951
undergrad,civil,132,328,1,0,0,1,0,0,50.57535681406483
undergrad,electrical,194,375,1,0,0,0,0,1,27.485955824535765
undergrad,mechanical,104,363,1,0,0,0,1,0,44.11035020303832
undergrad,civil,118,368,1,0,0,1,0,0,25.437189914222657
undergrad,electrical,132,379,1,0,0,0,0,1,8.254624874938205
undergrad,mechanical,115,139,1,0,0,0,1,0,63.045843700379166
undergrad,civil,264,390,1,0,0,1,0,0,31.31671046245136
undergrad,electrical,103,382,1,0,0,0,0,1,31.932875581142444
undergrad,mechanical,115,95,1,0,0,0,1,0,57.658391865177535
undergrad,civil,66,190,1,0,0,1,0,0,55.2960427377152
undergrad,electrical,84,36,1,0,0,0,0,1,51.97064157770413
undergrad,mechanical,40,207,1,0,0,0,1,0,57.1059310909413
undergrad,civil,92,312,1,0,0,1,0,0,49.87049495038157
undergrad,electrical,200,296,1,0,0,0,0,1,20.053644749149118
undergrad,mechanical,296,399,1,0,0,0,1,0,45.55394864300882
undergrad,civil,224,266,1,0,0,1,0,0,36.37546470513436
undergrad,electrical,36,166,1,0,0,0,0,1,64.37349745615592
undergrad,mechanical,237,375,1,0,0,0,1,0,43.75072429457987
undergrad,civil,36,168,1,0,0,1,0,0,64.74063285657809
undergrad,electrical,255,250,1,0,0,0,0,1,75.20841543661786
undergrad,mechanical,147,68,1,0,0,0,1,0,55.42700180099918
undergrad,civil,6,222,1,0,0,1,0,0,44.44989405572094
undergrad,electrical,202,123,1,0,0,0,0,1,58.066072865624605
undergrad,mechanical,8,309,1,0,0,0,1,0,55.99062953520618
undergrad,civil,97,283,1,0,0,1,0,0,47.20564630452669
undergrad,electrical,217,10,1,0,0,0,0,1,92.78335186703747
undergrad,mechanical,122,349,1,0,0,0,1,0,49.10152119617439
undergrad,civil,218,46,1,0,0,1,0,0,64.42821491520434
undergrad,electrical,146,268,1,0,0,0,0,1,32.22443751829987
undergrad,mechanical,196,188,1,0,0,0,1,0,28.822684172244905
undergrad,civil,185,83,1,0,0,1,0,0,26.865544385267995
undergrad,electrical,195,358,1,0,0,0,0,1,41.59842214172136
undergrad,mechanical,87,188,1,0,0,0,1,0,45.70984817289897
undergrad,civil,276,192,1,0,0,1,0,0,64.17685705865446
undergrad,electrical,139,307,1,0,0,0,0,1,40.744600509643774
undergrad,mechanical,277,367,1,0,0,0,1,0,28.04764496229251
undergrad,civil,268,391,1,0,0,1,0,0,56.15699013204996
undergrad,electrical,166,33,1,0,0,0,0,1,65.6261733508637
undergrad,mechanical,42,43,1,0,0,0,1,0,44.00112413921488
undergrad,civil,228,296,1,0,0,1,0,0,43.3967190839672
undergrad,electrical,35,276,1,0,0,0,0,1,20.820594226882598
undergrad,mechanical,103,370,1,0,0,0,1,0,42.46138814661469
undergrad,civil,193,296,1,0,0,1,0,0,73.99746955058563
undergrad,electrical,12,174,1,0,0,0,0,1,51.046841084415696
undergrad,mechanical,17,89,1,0,0,0,1,0,46.48254748138311
undergrad,civil,18,286,1,0,0,1,0,0,37.76682397341056
undergrad,electrical,44,278,1,0,0,0,0,1,71.88845291441154
undergrad,mechanical,16,309,1,0,0,0,1,0,36.07092274705562
undergrad,civil,24,359,1,0,0,1,0,0,47.17852045778159
undergrad,electrical,290,95,1,0,0,0,0,1,55.87622356840727
undergrad,mechanical,7,2,1,0,0,0,1,0,60.44402116424447
undergrad,civil,141,391,1,0,0,1,0,0,44.23381710909595
undergrad,electrical,91,137,1,0,0,0,0,1,23.650412541125448
undergrad,mechanical,290,285,1,0,0,0,1,0,48.201849253851684
undergrad,civil,25,90,1,0,0,1,0,0,50.00260502459536
undergrad,electrical,154,223,1,0,0,0,0,1,48.22978748970763
undergrad,mechanical,201,106,1,0,0,0,1,0,38.14574024345076
undergrad,civil,52,232,1,0,0,1,0,0,72.81209791183434
undergrad,electrical,265,317,1,0,0,0,0,1,28.0725528358426
undergrad,mechanical,213,33,1,0,0,0,1,0,58.37942852907759
undergrad,civil,231,351,1,0,0,1,0,0,67.71960635272444
undergrad,electrical,69,388,1,0,0,0,0,1,15.410975766998572
undergrad,mechanical,53,198,1,0,0,0,1,0,68.5144757803418
undergrad,civil,268,102,1,0,0,1,0,0,73.99431610273221
undergrad,electrical,279,294,1,0,0,0,0,1,41.38532277794856
undergrad,mechanical,47,344,1,0,0,0,1,0,22.483939037496675
undergrad,civil,171,2,1,0,0,1,0,0,77.89233986685248
undergrad,electrical,109,256,1,0,0,0,0,1,47.66663580510063
undergrad,mechanical,19,207,1,0,0,0,1,0,59.72825628416873
undergrad,civil,151,8,1,0,0,1,0,0,54.96066909963196
undergrad,electrical,190,177,1,0,0,0,0,1,70.8231005479104
undergrad,mechanical,18,77,1,0,0,0,1,0,62.24795661416856
undergrad,civil,288,372,1,0,0,1,0,0,33.0281665312981
undergrad,electrical,54,351,1,0,0,0,0,1,41.55597749954939
undergrad,mechanical,6,43,1,0,0,0,1,0,51.82960850720816
undergrad,civil,3,30,1,0,0,1,0,0,80.7589492213489
undergrad,electrical,198,200,1,0,0,0,0,1,68.77615355305464
undergrad,mechanical,98,186,1,0,0,0,1,0,51.64916530469701
undergrad,civil,239,92,1,0,0,1,0,0,32.69399139578799
undergrad,electrical,63,333,1,0,0,0,0,1,57.65950789283629
undergrad,mechanical,176,85,1,0,0,0,1,0,44.25919501670182
undergrad,civil,222,33,1,0,0,1,0,0,77.24782659110107
undergrad,electrical,191,343,1,0,0,0,0,1,40.97222300347191
undergrad,mechanical,212,373,1,0,0,0,1,0,51.5380529633814
undergrad,civil,149,377,1,0,0,1,0,0,46.112470834404135
undergrad,electrical,276,274,1,0,0,0,0,1,43.982295081582635
undergrad,mechanical,297,111,1,0,0,0,1,0,64.27708683630581
undergrad,civil,283,254,1,0,0,1,0,0,44.724085136863195
undergrad,electrical,55,149,1,0,0,0,0,1,28.070947349124538
undergrad,mechanical,215,130,1,0,0,0,1,0,40.465751021607296
undergrad,civil,8,159,1,0,0,1,0,0,24.12752553913151
undergrad,electrical,61,305,1,0,0,0,0,1,34.157797885205476
undergrad,mechanical,133,49,1,0,0,0,1,0,74.22360847504115
undergrad,civil,265,366,1,0,0,1,0,0,35.87300345967968
undergrad,electrical,51,318,1,0,0,0,0,1,49.040777922021185
undergrad,mechanical,70,371,1,0,0,0,1,0,34.544743608458916
undergrad,civil,50,302,1,0,0,1,0,0,72.14576200233495
undergrad,electrical,3,135,1,0,0,0,0,1,49.0134680769773
undergrad,mechanical,69,11,1,0,0,0,1,0,81.40595574264296
undergrad,civil,22,84,1,0,0,1,0,0,55.10132126346598
undergrad,electrical,188,347,1,0,0,0,0,1,23.12746478213485
undergrad,mechanical,41,391,1,0,0,0,1,0,65.18935407367985
undergrad,civil,107,220,1,0,0,1,0,0,38.827112229389854
undergrad,electrical,184,4,1,0,0,0,0,1,30.799061952771403
undergrad,mechanical,59,311,1,0,0,0,1,0,36.57440721447372
undergrad,civil,187,15,1,0,0,1,0,0,76.04276293619165
undergrad,electrical,54,6,1,0,0,0,0,1,68.66157501705217
undergrad,mechanical,210,43,1,0,0,0,1,0,74.5011464290715
undergrad,civil,269,302,1,0,0,1,0,0,67.89249537690056
undergrad,electrical,93,342,1,0,0,0,0,1,37.58074221192524
undergrad,mechanical,261,25,1,0,0,0,1,0,85.60375019232227
undergrad,civil,99,304,1,0,0,1,0,0,19.069045368097694
undergrad,electrical,83,29,1,0,0,0,0,1,78.90909508504876
undergrad,mechanical,190,368,1,0,0,0,1,0,75.44509574040185
undergrad,civil,202,253,1,0,0,1,0,0,39.163893939526865
undergrad,electrical,58,222,1,0,0,0,0,1,37.18217527358589
undergrad,mechanical,120,128,1,0,0,0,1,0,29.826537616050004
